,channel_id,channel_title,creation_date,country,view_count,comment_count,subscriber_count,video_count,genres
180,UComP_epzeKzvBX156r6pm1Q,AdeleVEVO,2009-10-15T19:07:17.000Z,,8499307833,0,15800000,31,"['Music', 'Soul Music', 'Rhythm And Blues', 'Pop Music']"
181,UCRWFSbif-RFENbBrSiez1DA,ABP NEWS,2012-06-01T10:23:46.000Z,IN,4283555008,0,17300000,132845,"['Society', 'Politics']"
182,UCttspZesZIDEwwpVIgoZtWQ,IndiaTV,2006-08-26T14:47:52.000Z,IN,5458124104,0,15600000,143919,"['Entertainment', 'Film', 'Society', 'Politics']"
183,UCZkURf9tDolFOeuw_4RD7XQ,Demi Lovato,2008-01-30T05:20:00.000Z,,399913938,0,15600000,189,"['Entertainment', 'Electronic Music', 'Music', 'Pop Music']"
184,UC_vcKmg67vjMP7ciLnSxSHQ,Amit Bhadana,2012-10-24T13:00:34.000Z,IN,1302309623,0,17300000,65,"['Entertainment', 'Film']"
185,UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,2008-09-17T14:37:49.000Z,US,5909475318,0,15900000,2361,"['Entertainment', 'Television Program', 'Lifestyle (Sociology)', 'Food']"
186,UCsTcErHg8oDvUnTzoqsYeNw,Unbox Therapy,2010-12-21T08:00:23.000Z,,3292486951,0,15700000,1703,"['Lifestyle (Sociology)', 'Technology']"
187,UCgtNC51EUSgcZ6kKyVoPxKA,Becky G,2011-09-06T15:39:33.000Z,US,35801057,0,14900000,56,"['Sport', 'Music', 'Hip Hop Music', 'Pop Music']"
188,UCNL1ZadSjHpjm4q9j2sVtOA,Lady Gaga,2008-05-15T17:02:12.000Z,,116203032,0,14800000,163,"['Entertainment', 'Music', 'Pop Music']"
189,UCFkoPRmuxqr37jvGmmpzhzQ,MalumaVEVO,2011-06-15T21:07:25.000Z,,12695033919,0,14700000,111,"['Music Of Latin America', 'Music', 'Pop Music']"
190,UCCI5Xsd_gCbZb9eTeOf9FdQ,Like Nastya,2016-01-14T16:49:19.000Z,RU,4763566601,0,14900000,237,"['Entertainment', 'Lifestyle (Sociology)', 'Hobby']"
191,UCi9cDo6239RAzPpBZO9y5SA,Lele Pons,2015-09-19T01:11:59.000Z,US,3308902633,0,15300000,132,"['Entertainment', 'Television Program', 'Film']"
192,UCIR9VKPE70KJ4DX2zCjHObw,Canal IN,2017-07-21T20:36:59.000Z,BR,1725233195,0,14600000,334,"['Entertainment', 'Television Program', 'Film']"
193,UCPDis9pjXuqyI7RYLJ-TTSA,FailArmy,2011-07-05T10:47:32.000Z,US,1151026554,0,14700000,269,"['Entertainment', 'Lifestyle (Sociology)', 'Pet']"
194,UC0DZmkupLYwc0yDsfocLh0A,Jelly,2014-05-27T13:19:08.000Z,US,6568704599,0,14800000,3766,"['Video Game Culture', 'Action Game', 'Role-Playing Video Game']"
195,UCAuUUnT6oDeKwE6v1NGQxug,TED,2006-12-06T23:27:08.000Z,,1625406330,0,15400000,3166,"['Entertainment', 'Society']"
196,UCzI7wZyqk7jpXWT_MILjepw,Paulo Londra,2016-08-08T05:27:48.000Z,AR,3422426023,0,14300000,41,"['Music Of Latin America', 'Music', 'Hip Hop Music']"
197,UCHwBjRoGO1V-H8QYXjSVHkQ,Toys And Little Gaby,2012-10-06T21:21:59.000Z,GB,5837430091,0,14300000,287,"['Lifestyle (Sociology)', 'Hobby']"
198,UCMu5gPmKp5av0QCAajKTMhw,ERB,2006-02-08T06:56:54.000Z,US,3309864959,0,14600000,78,"['Music', 'Hip Hop Music']"
199,UC_W0_Nv-3rxpWVvosddhrPw,Doggy Doggy Cartoons,2012-12-11T21:07:17.000Z,ES,5521729966,0,15200000,2159,"['Entertainment', 'Lifestyle (Sociology)', 'Hobby', 'Film']"
200,UC5OrDvL9DscpcAstz7JnQGA,Michael Jackson,2005-06-22T06:40:53.000Z,,281112,0,15300000,1,['Music']
201,UCU_yU4xGT9hrVFo6euH8LLw,SlivkiShow,2012-12-11T08:59:55.000Z,UA,2764219631,0,15300000,297,"['Lifestyle (Sociology)', 'Food', 'Pet', 'Technology']"
202,UC6nSFpj9HTCZ5t-N3Rm3-HA,Vsauce,2007-07-30T20:43:33.000Z,,1708931859,0,14900000,366,"['Entertainment', 'Lifestyle (Sociology)', 'Television Program']"
203,UCB0d0JLn1WcGYcwwZ87d2LA,Rclbeauty101,2010-12-14T20:57:21.000Z,,3507044765,0,14400000,423,"['Entertainment', 'Lifestyle (Sociology)']"
204,UCw0ry7cLRUnq3Oaszlhgqfg,DLS News,2017-07-05T09:00:09.000Z,IN,659488290,0,14400000,834,"['Entertainment', 'Politics', 'Society']"
205,UCmh5gdwCx6lN7gEC20leNVA,David Dobrik,2014-12-19T22:35:03.000Z,US,6127915668,0,14400000,609,['Entertainment']
206,UC8rNKrqBxJqL9izOOMxBJtw,Willyrex,2009-08-09T08:55:32.000Z,,3869834533,0,14900000,5112,"['Video Game Culture', 'Action Game', 'Role-Playing Video Game']"
207,UC2xjgvWb9cx5F637XjsUNxw,toycantando,2009-07-07T22:32:01.000Z,CO,7131042234,0,14600000,351,"['Entertainment', 'Music', 'Film']"
208,UChMJkHCD2wdvSO7CMOuLR-w,Renato Garcia,2011-09-29T15:13:52.000Z,BR,2293844338,0,15300000,1978,"['Entertainment', 'Lifestyle (Sociology)', 'Vehicle']"
209,UC-SV8-bUJfXjrRMnp7F8Wzw,Roman Atwood Vlogs,2013-08-12T19:42:23.000Z,US,5157196361,0,15400000,1651,"['Entertainment', 'Lifestyle (Sociology)', 'Hobby']"
210,UCjK8ORC71kwyj1DWFwril_A,SelenaGomezVEVO,2009-11-24T23:11:30.000Z,US,7684901228,0,15200000,131,"['Electronic Music', 'Music', 'Pop Music']"
211,UCZU9T1ceaOgwfLRq7OKFU4Q,Linkin Park,2006-11-28T19:18:26.000Z,US,7625330282,0,15000000,492,"['Independent Music', 'Music', 'Rock Music', 'Pop Music']"
212,UCOhHO2ICt0ti9KAh-QHvttQ,Technical Guruji,2015-10-19T06:17:46.000Z,IN,1492542469,0,14600000,2654,"['Lifestyle (Sociology)', 'Technology']"
213,UCUtZaxDF3hD5VK4xRYFBePQ,Britain's Got Talent,2008-04-12T21:10:21.000Z,GB,8224161286,0,14200000,2585,"['Entertainment', 'Television Program', 'Music', 'Lifestyle (Sociology)', 'Performing Arts', 'Hobby']"
214,UC7eHZXheF8nVOfwB2PEslMw,ashish chanchlani vines,2009-07-06T18:33:43.000Z,IN,1515222142,0,14900000,132,"['Entertainment', 'Lifestyle (Sociology)', 'Film']"
215,UCi8e0iOVk1fEOogdfu4YgfA,Movieclips Trailers,2011-04-01T18:43:14.000Z,US,11062092501,0,14100000,8158,"['Entertainment', 'Film']"
216,UCcartHVtvAUzfajflyeT_Gg,Miss Katy,2014-11-17T09:50:46.000Z,GB,7556383996,0,15000000,681,"['Lifestyle (Sociology)', 'Hobby']"
217,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,2009-05-12T05:28:41.000Z,US,13865673131,0,15300000,117,"['Music', 'Pop Music']"
218,UCaO6TYtlC8U5ttz62hTrZgg,jypentertainment,2008-01-25T07:45:44.000Z,,7660961934,0,14300000,1028,"['Music Of Asia', 'Music']"
219,UCfm4y4rHF5HGrSr-qbvOwOg,IISuperwomanII,2010-10-29T06:29:13.000Z,,3185859790,0,14900000,781,"['Entertainment', 'Music', 'Humour']"
220,UChM5Ff2yVeIZ16EWiB081cg,Reaction Time,2015-04-25T16:27:22.000Z,US,4316697530,0,14000000,1591,"['Entertainment', 'Lifestyle (Sociology)']"
221,UC_8PAD0Qmi6_gpe77S1Atgg,Mister Max,2014-09-22T04:34:06.000Z,GB,7940136548,0,14900000,756,"['Lifestyle (Sociology)', 'Hobby']"
222,UCrFiA0hztL9e8zTi_qBuW4w,EeOneGuy,2013-03-19T20:35:41.000Z,US,3412414637,0,14600000,315,"['Entertainment', 'Video Game Culture', 'Music', 'Action Game']"
223,UCCrw5RBWF9i8VPt4IxL8IsQ,Goldmines,2015-09-12T09:28:11.000Z,IN,3318394953,0,15400000,345,"['Entertainment', 'Film']"
224,UCRI7hheejBbWS6etTNwMT0g,Anuel AA,2016-09-08T22:18:13.000Z,CO,1472286675,0,14700000,28,"['Music Of Latin America', 'Music', 'Hip Hop Music']"
225,UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,2010-01-03T14:28:39.000Z,GB,9509365953,0,15400000,220,"['Independent Music', 'Music', 'Rock Music', 'Pop Music']"
226,UCpEJRZdSpdVZ8vh63T9I2KQ,Funny Stacy,2017-04-22T16:42:23.000Z,,4668085366,0,14600000,185,"['Entertainment', 'Lifestyle (Sociology)', 'Hobby']"
227,UC6E2mP01ZLH_kbAyeazCNdg,Brave Wilderness,2014-09-08T22:58:06.000Z,,2883890488,0,15000000,555,"['Entertainment', 'Lifestyle (Sociology)', 'Pet', 'Hobby']"
228,UCEUf_uUDUfJJ3XfgwOxm-0A,Cia. Daniel Saboya,2007-09-22T16:17:49.000Z,BR,4436054280,0,15100000,902,"['Entertainment', 'Music Of Latin America', 'Music', 'Pop Music']"
230,UCqwUrj10mAEsqezcItqvwEw,BB Ki Vines,2015-06-20T08:40:00.000Z,IN,2094783982,0,15500000,151,"['Entertainment', 'Music', 'Film']"
231,UCMNmwqCtCSpftrbvR3KkHDA,Guava Juice,2006-07-18T07:06:47.000Z,US,6369362421,0,14600000,1407,"['Entertainment', 'Lifestyle (Sociology)', 'Film', 'Food']"
232,UCPOw2O3_uZ1doro9iR4x6vw,mmoshaya,2010-12-11T23:16:51.000Z,SA,7790495088,0,14100000,883,"['Entertainment', 'Lifestyle (Sociology)', 'Hobby']"
233,UCjtLOfx1yt1NlnFIDyAX3Ug,W2S,2012-07-26T13:57:46.000Z,,4242447617,0,14700000,650,"['Sport', 'Sports Game', 'Entertainment', 'Video Game Culture', 'Lifestyle (Sociology)', 'Association Football']"
234,UCY8LnVxm0Hf7DKPKuLPxb2g,ExtraPolinesios,2012-06-03T22:54:26.000Z,,3528572902,0,14200000,388,"['Entertainment', 'Music', 'Television Program']"
235,UCD1Em4q90ZUK2R5HKesszJg,Clash of Clans,2013-01-31T13:19:49.000Z,,2076416210,0,14800000,349,"['Strategy Video Game', 'Video Game Culture', 'Action Game', 'Role-Playing Video Game']"
236,UCHDeuavvkVwDyJgRFVfbpXA,JukiLop,2017-09-15T07:32:20.000Z,MX,1033704147,0,14900000,80,"['Entertainment', 'Music']"
237,UCrHL_BF5lHyK43BxLU8-vBQ,jbalvinVEVO,2010-09-30T00:52:45.000Z,CO,12697402910,0,13700000,155,"['Music', 'Music Of Latin America']"
238,UClkRzsdvg7_RKVhwDwiDZOA,JFlaMusic,2011-08-22T11:36:50.000Z,,2502096854,0,13700000,241,"['Pop Music', 'Music']"
239,UCdxi8d8qRsRyUi2ERYjYb-w,TheRichest,2014-01-20T23:15:33.000Z,US,5137237932,0,13700000,2396,"['Film', 'Lifestyle (Sociology)', 'Entertainment']"
240,UCaum3Yzdl3TbBt8YUeUGZLQ,NickiMinajAtVEVO,2010-04-01T19:46:26.000Z,US,6802370495,0,13200000,64,"['Pop Music', 'Hip Hop Music', 'Music']"
241,UCn7dB9UMTBDjKtEKBy_XISw,Miley Cyrus,2009-09-15T16:46:26.000Z,,363095725,0,13300000,77,"['Pop Music', 'Music', 'Entertainment']"
242,UCo4ywJQXfUIB0lCBpczW3cA,Tu COSMOPOLIS,2014-08-28T02:39:43.000Z,MX,2774173768,0,13200000,2355,"['Film', 'Society', 'Lifestyle (Sociology)', 'Entertainment']"
243,UCT2X19JJaJGUN7mrYuImANQ,America's Got Talent,2006-06-29T21:06:24.000Z,US,3137858226,0,13800000,2218,"['Television Program', 'Music', 'Performing Arts', 'Entertainment']"
244,UCvC4D8onUfXzvjTOM-dBfEA,Marvel Entertainment,2005-06-16T12:09:27.000Z,US,3062986077,0,13400000,6475,"['Film', 'Action Game', 'Video Game Culture', 'Lifestyle (Sociology)', 'Entertainment']"
245,UCKe6w0exI94U-RzqAyoY1VA,Maria Clara & JP,2015-09-06T02:20:01.000Z,BR,4719586584,0,13600000,423,"['Hobby', 'Lifestyle (Sociology)', 'Entertainment']"
246,UCyWqModMQlbIo8274Wh_ZsQ,Cyprien,2007-02-25T22:14:05.000Z,,2373102359,0,13400000,165,"['Film', 'Lifestyle (Sociology)', 'Entertainment']"
247,UClnKzwo9CPkYix6V9jK4JTQ,Musas,2012-08-28T06:20:52.000Z,,1808585597,0,13600000,530,"['Food', 'Lifestyle (Sociology)', 'Entertainment']"
248,UCq3zaHCaZtb3TtNwwz0PK2w,DisneyChannelLA,2007-12-12T19:17:18.000Z,,9365860706,0,13300000,3826,"['Television Program', 'Entertainment']"
249,UCilwZiBBfI9X6yiZRzWty8Q,FaZe Rug,2012-07-12T00:08:08.000Z,US,2792075291,0,13600000,1514,"['Lifestyle (Sociology)', 'Entertainment']"
250,UCrDkAvwZum-UTjHmzDI2iIw,officialpsy,2010-10-04T02:50:53.000Z,,7295412171,0,13200000,88,"['Pop Music', 'Electronic Music', 'Music']"
251,UChOPyo-uWLVi5uO53mSBX-w,Noor Stars,2014-04-24T18:04:33.000Z,AE,1617614386,0,13600000,465,"['Lifestyle (Sociology)', 'Entertainment']"
252,UCVttQE6tS_agDSAU61Q65aA,EnriqueIglesiasVEVO,2009-05-12T05:27:52.000Z,,12214583668,0,13500000,126,"['Pop Music', 'Music', 'Music Of Latin America']"
253,UC65afEgL62PGFWXY7n6CUbA,Trap City,2012-10-12T16:32:00.000Z,NL,3692701119,0,13200000,1857,"['Electronic Music', 'Hip Hop Music', 'Music']"
254,UCPDXXXJj9nax0fr0Wfc048g,CollegeHumor,2006-10-09T14:14:10.000Z,US,7124056776,0,13500000,3527,"['Film', 'Television Program', 'Entertainment']"
255,UCD9PZYV5heAevh9vrsYmt1g,Wengie,2010-09-09T14:41:42.000Z,US,1560949720,0,13900000,268,"['Hobby', 'Food', 'Lifestyle (Sociology)']"
256,UCR4s1DE9J4DHzZYXMltSMAg,HowToBasic,2011-12-08T10:47:20.000Z,AU,2320723552,0,13900000,504,"['Hobby', 'Technology', 'Food', 'Lifestyle (Sociology)']"
257,UCP84QWij0alw4MvzqzyfOnw,KHANDESHI MOVIES,2013-11-11T17:24:30.000Z,IN,3978540184,0,13400000,100,"['Film', 'Entertainment']"
258,UCWeg2Pkate69NFdBeuRFTAw,SQUEEZIE,2011-01-09T01:56:21.000Z,FR,6859692392,0,13700000,1341,"['Music', 'Video Game Culture', 'Lifestyle (Sociology)', 'Entertainment']"
259,UCgc00bfF_PvO_2AvqJZHXFg,Boyce Avenue,2007-09-02T13:10:42.000Z,US,4872941447,0,13200000,373,"['Pop Music', 'Music']"
260,UCfaZw8XH_zmAVkBst_MPD6w,CKN Toys,2015-03-28T04:11:34.000Z,AU,12571311384,0,13800000,601,"['Hobby', 'Lifestyle (Sociology)']"
261,UCMJ5Qf3sOvQpcYiai1Noa3Q,Major Lazer,2009-04-30T17:04:58.000Z,,6788251952,0,12700000,295,"['Pop Music', 'Electronic Music', 'Music']"
262,UC2bYhAHyaqfWlPXWBVk4BcA,Enaldinho,2012-11-07T23:22:51.000Z,BR,1925960758,0,12400000,747,"['Lifestyle (Sociology)', 'Entertainment', 'Food', 'Film']"
263,UCSyoRFkB5xkaa3ScUcBaETw,Mariale,2010-01-06T01:20:34.000Z,US,1222991694,0,12400000,998,"['Lifestyle (Sociology)', 'Entertainment']"
264,UCC-RHF_77zQdKcA75hr5oTQ,FGTeeV,2013-05-24T04:54:22.000Z,US,12579379326,0,12300000,1294,"['Action Game', 'Video Game Culture']"
265,UCKL5hAuzgFQsyrsQKgU0Qng,GMA Network,2006-11-20T08:10:55.000Z,PH,13431513116,0,12800000,79520,"['Film', 'Entertainment', 'Lifestyle (Sociology)', 'Television Program']"
268,UCpcsv3Ow-8IhoUGDEfPetsQ,Venus Movies,2010-03-15T15:16:18.000Z,IN,4787870410,0,12800000,2622,"['Film', 'Entertainment']"
269,UCke6I9N4KfC968-yRcd5YRg,SSundee,2009-11-28T02:52:35.000Z,US,5423892429,0,12600000,2262,"['Action Game', 'Video Game Culture', 'Role-Playing Video Game']"
270,UCio_FVgKVgqcHrRiXDpnqbw,Camila Cabello,2015-08-11T03:54:57.000Z,,66467697,0,12200000,30,"['Lifestyle (Sociology)', 'Pop Music', 'Hip Hop Music', 'Reggae', 'Music', 'Music Of Latin America']"
271,UCpVm7bg6pXKo1Pr6k5kxG9A,National Geographic,2006-05-07T09:30:39.000Z,US,3368742585,0,12600000,9282,"['Lifestyle (Sociology)', 'Entertainment']"
272,UCrGnb5RdHA9M6WGmBGYo4ZQ,AM3NlC,2012-12-15T02:44:30.000Z,BR,3860769908,0,13000000,4240,"['Lifestyle (Sociology)', 'Entertainment', 'Action Game', 'Video Game Culture', 'Role-Playing Video Game']"
273,UCUK0HBIBWgM2c4vsPhkYY4w,The Slow Mo Guys,2010-08-15T13:51:49.000Z,US,1858844252,0,13000000,263,"['Lifestyle (Sociology)', 'Entertainment']"
274,UCm1dsgJNnhaLkY3uAdqN4mA,ChrisBrownVEVO,2009-10-15T19:08:16.000Z,,8944328920,0,12400000,232,"['Soul Music', 'Rhythm And Blues', 'Music']"
275,UCbAiIkPobUFy71zlmwVw3jw,Fatos Desconhecidos,2013-09-26T03:43:53.000Z,BR,1657011729,0,12800000,2774,"['Film', 'Entertainment', 'Lifestyle (Sociology)', 'Society']"
276,UC3zVeAaoPEN1Tu25dW3G2Ig,Sonotek,2011-01-11T07:29:23.000Z,IN,4510582524,0,13000000,8146,"['Music Of Asia', 'Music']"
278,UCfRNJiafEm1LBBGFTTq4cXw,GEN HALILINTAR,2015-03-04T16:38:59.000Z,ID,2217393046,0,12500000,608,"['Lifestyle (Sociology)', 'Entertainment']"
279,UCkCa2NoZlJlfJlMKgZhtKOQ,Calon Sarjana,2016-01-20T07:08:09.000Z,ID,2591474751,0,12400000,1197,"['Lifestyle (Sociology)', 'Entertainment', 'Health']"
280,UCH2VZQBLFTOp6I_qgnBJCuQ,Canal Nostalgia,2008-09-20T22:44:20.000Z,BR,1071042815,0,12500000,323,"['Film', 'Entertainment']"
281,UCzTKskwIc_-a0cGvCXA848Q,NikkieTutorials,2008-06-23T17:34:43.000Z,NL,1154404085,0,12300000,757,['Lifestyle (Sociology)']
282,UCKHhA5hN2UohhFDfNXB_cvQ,Manual do Mundo,2006-07-24T13:42:36.000Z,BR,2231166905,0,12800000,1525,"['Lifestyle (Sociology)', 'Food', 'Technology', 'Hobby']"
283,UCqjjyPUghDSSKFBABM_CXMw,Anitta,2011-11-02T16:05:10.000Z,,4158873922,0,12800000,55,"['Pop Music', 'Music Of Latin America', 'Music']"
284,UCqJ5zFEED1hWs0KNQCQuYdQ,Mikecrack,2015-07-13T21:16:29.000Z,ES,4410507999,0,12600000,1316,"['Film', 'Entertainment', 'Action Game', 'Video Game Culture', 'Role-Playing Video Game']"
286,UCaHEdZtk6k7SVP-umnzifmQ,TheDonato,2015-02-17T02:53:14.000Z,VE,1561755349,0,12600000,957,"['Action Game', 'Video Game Culture', 'Role-Playing Video Game']"
287,UCMtpmPs9end-dTNwVq16g4Q,Fifth Harmony,2013-02-21T23:21:41.000Z,,132773614,0,13000000,67,"['Pop Music', 'Music']"
288,UCo8bcnLyZH8tBIH9V1mLgqQ,TheOdd1sOut,2014-08-30T18:08:02.000Z,US,2543294641,0,13200000,113,"['Film', 'Entertainment', 'Lifestyle (Sociology)']"
289,UC5H_KXkPbEsGs0tFt8R35mA,Martin Garrix,2011-01-15T20:39:18.000Z,NL,3912975093,0,13000000,128,"['Entertainment', 'Pop Music', 'Electronic Music', 'Music']"
290,UCbD8EppRX3ZwJSou-TVo90A,Mnet K-POP,2006-03-09T02:12:08.000Z,,7321857349,0,12300000,17505,"['Entertainment', 'Music Of Asia', 'Television Program', 'Music']"
291,UCaHNFIob5Ixv74f5on3lvIw,CalvinHarrisVEVO,2009-10-15T19:08:07.000Z,,11410023467,0,12400000,127,"['Pop Music', 'Electronic Music', 'Music']"
292,UCUAL--p3qAa27luR0IYbjZA,Pencilmation,2007-02-01T03:30:32.000Z,US,6349216518,0,12800000,561,"['Film', 'Entertainment']"
293,UCBqFKDipsnzvJdt6UT0lMIg,Sandeep Maheshwari,2012-02-13T08:05:01.000Z,IN,701276503,0,12700000,251,"['Entertainment', 'Television Program']"
294,UCq_oSgHK9lk6NUUgkhUOPnw,DeToxoMoroxo,2012-09-03T17:26:53.000Z,MX,1513533713,0,13000000,359,"['Film', 'Entertainment', 'Video Game Culture']"
295,UClVrJwcIy7saPcGc1nct80A,Fueled By Ramen,2006-06-09T17:05:01.000Z,US,11762693918,0,12600000,1168,"['Pop Music', 'Rock Music', 'Independent Music', 'Music']"
296,UCplkk3J5wrEl0TNrthHjq4Q,Kurt Hugo Schneider,2007-10-16T06:13:34.000Z,,3096637648,0,12500000,512,"['Pop Music', 'Music']"
298,UCcMTZY1rFXO3Rj44D5VMyiw,Machinima,2006-01-17T01:37:54.000Z,US,0,0,12200000,0,['Video Game Culture']
299,UCRm96I5kmb_iGFofE5N691w,Bollywood Classics,2012-04-02T07:33:16.000Z,IN,6556013730,0,12900000,1801,"['Music Of Asia', 'Music']"
300,UCNhqvQMXIgRfjAGmxQqdNRw,Rotana,2012-01-10T10:45:12.000Z,SA,8187663909,0,12600000,7027,['Music']
301,UCelMeixAOTs2OQAAi9wU8-g,CookieSwirlC,2013-11-03T19:07:44.000Z,,12172565800,0,12400000,3219,"['Lifestyle (Sociology)', 'Video Game Culture', 'Hobby']"
303,UCmdY1pHB-KbFYxOyhwjVeQw,MattyBRaps,2010-05-31T20:39:40.000Z,,5958325766,0,12700000,249,"['Pop Music', 'Music']"
304,UCZuPJZ2kGFdlbQu1qotZaHw,KAROL G,2013-03-14T19:27:50.000Z,CO,402484751,0,12400000,82,"['Music Of Latin America', 'Music']"
306,UC_hSjGOO67A6gIDUcyuv_8A,Infinite,2014-08-21T23:02:11.000Z,US,1982098655,0,13200000,903,"['Entertainment', 'Video Game Culture']"
307,UCIvqWqjC4aLvp7zI8hzARrA,Little Mix,2011-11-30T16:21:06.000Z,GB,73972318,0,12700000,247,"['Entertainment', 'Pop Music', 'Music']"
308,UC2tsySbe9TNrI-xh2lximHA,A4,2014-11-29T10:59:53.000Z,BY,969716152,0,12500000,142,"['Lifestyle (Sociology)', 'Entertainment']"
310,UCKy1dAqELo0zrOtPkf0eTMw,IGN,2006-09-19T03:13:01.000Z,,9640047765,0,12600000,135313,"['Film', 'Entertainment', 'Action Game', 'Video Game Culture', 'Role-Playing Video Game']"
311,UCopY0NAzASqmD6eVaRj2TFQ,White Hill Music,2014-03-23T09:52:27.000Z,IN,4192660469,0,11700000,3826,"['Music Of Asia', 'Music']"
312,UCn8zNIfYAQNdrFRrr8oibKw,VICE,2005-12-16T04:20:47.000Z,US,2486971841,0,11800000,2810,"['Lifestyle (Sociology)', 'Entertainment']"
313,UC1zZE_kJ8rQHgLTVfobLi_g,The King of Random,2010-01-04T03:15:19.000Z,US,2681486658,0,12100000,1036,"['Food', 'Lifestyle (Sociology)']"
314,UCN8S4CqMRy6tVKVXvs7Bzeg,Wow Kidz,2015-06-27T10:37:38.000Z,IN,6411338952,0,12300000,4547,"['Film', 'Entertainment']"
315,UCr8RjWUQ_9KYcIPmWiqBroQ,Jennifer Lopez,2005-11-18T12:49:34.000Z,US,238174990,0,12000000,124,"['Pop Music', 'Entertainment', 'Music']"
316,UCw1SQ6QRRtfAhrN_cjkrOgA,LazarBeam,2015-01-04T23:17:08.000Z,AU,3872193907,0,11900000,1129,"['Action Game', 'Role-Playing Video Game', 'Video Game Culture']"
317,UCh7EqOZt7EvO2osuKbIlpGg,Lachlan,2013-03-19T14:29:20.000Z,,3490003792,0,12200000,3291,"['Action Game', 'Role-Playing Video Game', 'Video Game Culture']"
318,UCzw-C7fNfs018R1FzIKnlaA,BIGBANG,2005-10-10T05:35:01.000Z,KR,5533787386,0,11700000,773,"['Rhythm And Blues', 'Music Of Asia', 'Music']"
319,UCo_IB5145EVNcf8hw1Kku7w,The Game Theorists,2009-08-22T18:01:46.000Z,US,2130121877,0,12200000,456,"['Action Game', 'Role-Playing Video Game', 'Video Game Culture']"
320,UCvpDeGlR5wLP9Z3Tb6K0Xfg,SAM SMITH,2012-09-14T18:59:03.000Z,,106707138,0,12000000,12,"['Pop Music', 'Music']"
321,UC5tuYcCdiKuF5Y2ZonuarwA,Jkk Entertainment,2017-03-20T12:55:35.000Z,IN,3828354609,0,12300000,108,"['Film', 'Entertainment', 'Humour']"
322,UCe3yZzUwpmy2eKKmF9svX0Q,Jason Derulo,2008-07-21T18:10:58.000Z,,5909293330,0,11900000,259,"['Pop Music', 'Rhythm And Blues', 'Soul Music', 'Music', 'Electronic Music']"
323,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2012-07-17T20:45:36.000Z,US,2337212069,0,11700000,3327,"['Film', 'Entertainment', 'Television Program']"
324,UCyC_4jvPzLiSkJkLIkA7B8g,Lindsey Stirling,2007-05-20T23:36:53.000Z,US,2750878803,0,12100000,127,"['Pop Music', 'Music', 'Electronic Music', 'Christian Music']"
325,UC5nc_ZtjKW1htCVZVRxlQAQ,MrSuicideSheep,2010-04-09T15:30:04.000Z,CA,5170264492,0,0,2438,"['Pop Music', 'Music', 'Electronic Music', 'Independent Music']"
326,UCkuPobJMx7DPUdwlVo1TFfA,Drawblogs,2014-05-20T15:12:39.000Z,PE,1215767728,0,11900000,254,"['Film', 'Entertainment', 'Lifestyle (Sociology)']"
327,UCgO5cJ4sL1um054gGYusjiA,LEGENDA FUNK,2013-05-11T14:43:52.000Z,BR,2408079362,0,11800000,4757,"['Music', 'Hip Hop Music', 'Music Of Latin America']"
328,UCevY-z55kr37ZAXG15F-KiA,Makiman131,2013-02-12T01:30:13.000Z,ES,3093980300,0,12100000,2547,"['Lifestyle (Sociology)', 'Entertainment', 'Vehicle']"
329,UC_OLtzRJdg0MJfiqGWAAIHw,IDEAS EN 5 MINUTOS,2017-10-30T10:03:48.000Z,,2124074190,0,11900000,2733,"['Food', 'Lifestyle (Sociology)', 'Hobby']"
330,UCz2SUbUr2k0T3nEmutgsPjg,Hear This Music,2016-02-13T03:01:33.000Z,PR,5919060898,0,11800000,31,"['Music', 'Hip Hop Music', 'Music Of Latin America']"
331,UCyJrhZm9KXrzRub3-wD2zWg,TheBrianMaps,2012-06-04T06:46:35.000Z,RU,2701258009,0,12200000,394,"['Food', 'Lifestyle (Sociology)', 'Entertainment']"
332,UCGdPm5Aq081vVD7ih9jZf6Q,FactTechz,2016-07-24T14:10:28.000Z,IN,920911098,0,11600000,229,"['Film', 'Entertainment']"
333,UCjwmbv6NE4mOh8Z8VhPUx1Q,Rosanna Pansino,2010-04-08T03:13:31.000Z,US,2883166501,0,11700000,725,"['Food', 'Lifestyle (Sociology)', 'Entertainment']"
334,UCYM02HkL0C3V1hAzw0HUXUw,Sandra Cires Art,2011-09-27T01:31:50.000Z,US,1881147049,0,11700000,789,"['Food', 'Lifestyle (Sociology)', 'Entertainment', 'Hobby']"
335,UCfLuMSIDmeWRYpuCQL0OJ6A,Kwebbelkop,2008-04-02T06:56:24.000Z,US,4818748665,0,11700000,4202,"['Film', 'Entertainment', 'Role-Playing Video Game', 'Video Game Culture', 'Action Game', 'Lifestyle (Sociology)']"
336,UCgSMDG8aGE3YHfBCXHuPpYA,Katie Angel,2015-05-19T23:32:25.000Z,US,1542198953,0,11700000,358,"['Lifestyle (Sociology)', 'Entertainment', 'Music', 'Music Of Latin America']"
